S_id,Area,City,Restaurant,Price,Avg_rating,Total_rating,Food_type,Address,Delivery_time
900,Malakpet,Hyderabad,The Royal Palace,300,3.9,100,"Chinese,Mughlai,Tandoor,Biryani",Chaderghat,36
901,Egmore,Chennai,Cake Park,150,2.9,80,"Bakery,Desserts",Ethiraj Salai,47
902,Andheri East,Mumbai,New Food Inn,300,4,100,"Indian,Chinese",Marol,47
903,Central Kolkata,Kolkata,Floriana,800,2.9,80,"Indian,Continental",Near Bengal Club,60
904,Park Street Area,Kolkata,Waldorf,700,3.8,50,Chinese,Near Bengal Club,61
905,Taltala,Kolkata,Moulin Rouge,800,4.4,20,"Italian,North Indian",Near Park Hotel,62
906,Kothapet,Hyderabad,Hotel Nakshatra Grand,350,3.8,100,"North Indian,Chinese,Biryani,South Indian",Rajadhani Theatre Rd,52
907,Banjara Hills,Hyderabad,Silver Salt,1000,3.9,50,"Hyderabadi,Biryani,North Indian",Road No 1,66
908,Perambur,Chennai,Grill & Barbeque,300,4,500,"Chinese,Fast Food,Grill,North Indian",Perambur,64
909,Vastrapur,Ahmedabad,No Mad Baker - The Pizzeria,600,4,50,Pizzas,Vastrapur,50
910,Ballygunge,Kolkata,Breakfast 4 U By Jharna'S Kitchen,200,4.5,100,Fast Food,Nex To Eurokids,62
911,Mohammed Wadi,Pune,Between Your Buns,400,4.4,100,"Fast Food,Continental,Italian,Combo,Beverages",Salunkhe Vihar Road,71
912,Paikpara,Kolkata,Tandoor-E-Punjab,350,4.1,1000,"Indian,Tandoor,Mughlai,Snacks,Chinese,North Indian",Near Kolkata Shastro Police,61
913,Wadgaon Sheri,Pune,Philly Fried Chicken,500,4.5,100,"Continental,American",Viman Nagar,73
914,Bodakdev,Ahmedabad,M.A.D By Tomato'S,1200,4.4,50,"Indian,Chinese,Continental",Bodakdev,47
915,Powai,Mumbai,Ruchi Restaurant,300,3.9,20,North Indian  Chinese  Biryani  South Indian  Fast Food,Powai,51
916,Chetpet,Chennai,Bayleaf Otg (On The Go),300,4.3,100,"North Indian,Bengali,Biryani,Street Food",Harrington Road,45
917,Kankurgachi,Kolkata,Soul Cafe,250,2.9,80,"Italian,Bakery",Beside Apollo Hospital,60
918,Ameerpet,Hyderabad,Hari Dosa,200,3.8,1000,Indian  South Indian  Chinese,Satyam Theatre Rd,66
919,Pulikeshi Nagar,Bangalore,The Deagh,500,4.1,500,"Indian,Chinese,Mughlai,Seafood",Mm Road,46
920,Perambur,Chennai,Sri Guru Fast Food,250,3.9,50,"Fast Food,North Indian",Jawahar Nagar,60
921,Erandwane,Pune,Baba'S Veg Non Veg,250,4.1,20,"North Indian,Chinese",Kothrud,45
922,Wanowrie,Pune,Step-In,500,2.9,80,"Chinese,North Indian",Kondhwa,81
923,Kothrud,Pune,Kinara'S Maratha Darbar,350,4.1,1000,"Biryani,South Indian,North Indian",Kothrud,58
924,Tiretti,Kolkata,D'Ley Chinese Restaurant,300,4.5,500,Chinese,Near Pou Chow,44
925,Maharshi Nagar,Pune,Kolhapuri Katta,400,4.1,100,"Maharashtrian,Thalis,North Indian",Bibwewadi,49
926,Kurla West,Mumbai,Delhi Zaika,800,4,100,"Indian,Chinese",Kurla,34
927,Punjabi Bagh,Delhi,Everest Momos & Chinese Fast Food,200,3.9,100,Chinese,Punjabi Bagh,64
928,Navrangpura,Ahmedabad,Subway,350,4,100,"Fast Food,Healthy Food,Salads,Snacks,Desserts,Beverages",Mithakali,29
929,Mylapore,Chennai,Classic Shawarma And Grill,250,4.1,20,"Arabian,Fast Food",Mylapore Kutcheri Road,58
930,Saki Naka,Mumbai,Eataeria,300,2.9,80,Fast Food,Kurla,42
931,Kalighat,Kolkata,Sare Chuattar,450,4.2,20,Bengali,Near Sarat Bose Road Post Office,71
932,Taltala,Kolkata,Up Bihar,200,4.2,100,"North Indian,Mughlai",Hogg Street Near United Bank Atm,53
933,Sion,Mumbai,Chef Kitchen,500,3.8,20,"Indian,Chinese",Sion,59
934,Ashok Nagar,Bangalore,Nagarjuna,600,4.4,1000,"Andhra,South Indian,Biryani,Combo,Beverages,Desserts",Residency Road,32
935,Bandra Area,Mumbai,Elementaria Bakery & Cafe,800,4.5,100,"Snacks,Desserts,Beverages",Bandra Area,35
936,Chembur,Mumbai,S P Burger,200,4.2,100,"Fast Food,Pizzas",Chembur,42
937,Bhowanipore,Kolkata,Raviz,400,4,20,"North Indian,Chinese",Bhawanipur,68
938,Chembur,Mumbai,Red Spice,300,4,100,"Chinese,Tandoor,Indian,Biryani,Kebabs",Chembur,50
939,Old Washermanpet,Chennai,Frozen Smoothies,350,4,100,"Beverages,Ice Cream,Juices,Desserts,Snacks",Choolai,68
940,Saki Naka,Mumbai,Wow! Momo,300,4,100,"Tibetan,Healthy Food,Asian,Chinese,Snacks,Continental,Desserts,Beverages",Phoenix Marketcity Mall Lbs Road,49
941,Santacruz East,Mumbai,Stove - The Vegetarian Kitchen,250,4.2,100,"Gujarati,Rajasthani,North Indian,Chinese,Indian",Near Cst Road Kalina,47
942,Gariahat,Kolkata,Ruma'S Kitchen,250,4,100,"Bengali,Thalis,Indian,Chinese",Mouni Mukherjee Rod,71
943,Poongavanapuram,Chennai,Lassi Shop,100,3.9,20,Beverages,Periamet,30
944,Sivanchetti Gardens,Bangalore,Naachiyar'S,600,4.2,100,"Biryani,Chettinad",Central Bangalore,44
945,Sangamvadi,Pune,Reddy'S Fast Food,400,3.7,100,"North Indian,Chinese",Koregaon Park,53
946,Koramangala,Bangalore,Tall Blonde French,250,4.2,20,"American,European",Koramangala,56
947,Camp,Pune,Cafe 52,200,2.9,80,Fast Food,Camp,36
948,Kolkata,Kolkata,Snackups,200,3.5,100,Chinese  Fast Food,Beside Technopolis,71
949,Bidhannagar,Kolkata,Shawarma City Express,200,3.7,100,Lebanese,Beside Technopolis,75
950,Bandra Area,Mumbai,Yauatcha Patisserie,400,4.5,100,"Desserts,Beverages,Bakery,Sweets",Bandra Area,50
951,Paldi,Ahmedabad,Amdos Kitchen,300,4.4,100,"Tibetan,Chinese,Fast Food",Paldi,30
952,Juhapura,Ahmedabad,Dana Panee,400,4.1,100,"Indian,Mughlai,Chinese",Vasna,44
953,Kurla,Mumbai,Sheetal Restaurant,400,4,50,"Indian,Chinese,Maharashtrian,Biryani,Seafood",Kurla,39
954,Chembur,Mumbai,Trupti Farsan,200,4.4,500,"Desserts,Bakery,Chaat",Chembur,35
955,Gopalapuram,Chennai,Sri Ganesh Chettinadu Hotel,400,4.1,100,"Fast Food,South Indian",Royapettah,49
956,Raja Annamalai Puram,Chennai,Fromage,1000,4.3,50,"Italian,Continental",Mrc Nagar,77
957,Rohini,Delhi,Lala'S(Khao Or Khane Do),400,2.9,80,"Italian,Chinese,Fast Food",Sector 9Rohini,44
958,Kurla,Mumbai,Khan'S Flavour,600,3.3,100,"Indian,Chinese",Kurla,37
959,Andheri East,Mumbai,Ching Asia,600,4.5,20,Pan-Asian,Chakala,64
960,Andheri East,Mumbai,Square Pizza,400,4.2,50,"Pizzas,Desserts,Fast Food",Marol,51
961,Shivajinagar,Pune,Burger King,350,4.2,1000,"American,Fast Food",The Pavillion Mall,54
962,Khar West,Mumbai,Aradhana Coastal Delight,750,4.4,50,Seafood  Malwani  Indian,Khar,58
963,Karve Nagar,Pune,Malabar,400,3.9,100,"North Indian,Chinese",Kothrud,56
964,Choolaimedu,Chennai,Al Dari Biryani,350,3.6,100,"Biryani,Indian",Kodambakkam,79
965,Santacruz East,Mumbai,Rolls Mania,200,4.2,100,"Indian,Fast Food",Scruz Bandra East - Mumbai,36
966,Kondhwa,Pune,Yumme Tumme,200,2.9,80,Fast Food,Kondhwa,69
967,Baner,Pune,Abhiman Pure Veg,450,4.4,20,"North Indian,Chinese",St Joseph School Pashan Road,50
968,Ramdev Nagar,Ahmedabad,Singh'S Kitchen By Gch,300,2.9,80,North Indian,Prahlad Nagar,47
969,Prashant Vihar Rohini,Delhi,Nutriobox,450,4.2,500,"Salads,Continental,Juices,Healthy Food",Prashant Vihar,51
970,Egmore,Chennai,Palmshore,400,4,1000,Arabian,Egmore,44
971,Balavinayagar Nagar,Chennai,Cake Waves,300,2.9,80,"Bakery,Desserts",Arumbakkam,70
972,Ashok Nagar,Bangalore,Cafe Azzure,1000,2.9,80,"American,Italian",Central Bangalore - Bangalore,47
973,Bopodi,Pune,Rosso Bianco,500,4.8,20,"Italian,Pizzas",Aundh,57
974,Kothapet,Hyderabad,Suruchi Biryani House,300,3.4,50,"North Indian,Chinese,Biryani,Hyderabadi",Sowbhagya Nagar,67
975,Sector 13 Rohini,Delhi,Prashant Roll,200,4.1,100,Snacks,Rohini Sector 13,45
976,Sri Hanuman Nagar Colony,Hyderabad,Hotel Shubham Palace - Dhanturi Hospitality,300,3.9,1000,"Biryani,Chinese,South Indian,North Indian,Tandoor",Sri Hanuman Nagar Colony,65
977,Ashok Nagar,Bangalore,Mcdonald'S,400,4.2,500,"American,Fast Food",Kasturba Road,28
978,Dhakuria,Kolkata,Moonlight Sonata,250,4,100,"Indian,Chinese",Near Ram Chandra High School,84
979,Saki Naka,Mumbai,Anil Wine N Dine,300,4.4,100,"North Indian,Chinese,Biryani,South Indian",Kurla,40
980,Chanchalguda,Hyderabad,Hotel Sohail Waves,500,4.1,1000,"Arabian,Tandoor,Mughlai,Biryani,North Indian",Officers Colony,27
981,Royapettah,Chennai,Madurai Pandian Mess,300,4.2,1000,South Indian,Mylapore,49
982,Budh Vihar,Delhi,Wah Ji Wah ( Budhvihar),250,3.8,1000,"Indian,Chinese",Budh Vihar,21
983,Chennai,Chennai,Arul Chettinadu Hotel,350,4,1000,"Chettinad,Chinese,South Indian,Seafood,Biryani",Near Poorvika,51
984,Shivajinagar,Pune,Dragon,450,2.9,80,"North Indian,Chinese",Shivaji Nagar,38
985,Santacruz East,Mumbai,What The Fries,250,3.9,20,Fast Food,Vakola,43
986,Ashok Nagar,Bangalore,The Rice Bowl,450,4.2,100,Chinese,Lavelle Road,36
987,Annanagar East,Chennai,Roll Baby Roll,250,4.4,100,Indian,Near Ice Cream Works,56
988,Jadavpur,Kolkata,Spice 2 Go,200,4,1000,"Indian,Chinese",Price Golam Hussain Shah Road,77
989,Jadavpur,Kolkata,Gupta Eating House,150,4.2,1000,"Indian,Chinese,Fast Food",Opposite Of Southern Cafe,81
990,Anna Nagar,Chennai,Urban Spatula,1000,4.3,100,"Arabian,Asian,Biryani,Continental,Italian,Kebabs,North Indian,Seafood",Annanagar,80
991,Gokhalenagar,Pune,Vaibhav'S- Biryani House,400,2.9,80,"North Indian,Biryani",Shivajinagar,50
992,A Unit Of M/S Cohort  Ruby Area,Kolkata,The Tasty Bites,300,4.2,500,"Asian,Indian,Tandoor,Tibetan,Chinese",Ruby Area,67
993,Teynampet,Chennai,Chit Chat,100,2.9,80,"Desserts,Ice Cream,Snacks",T Nagar,58
994,Gulbai Tekra,Ahmedabad,Mocha,700,4.2,100,"Indian,Jain,American,Bakery,Beverages,Continental,Desserts,Fast Food,Pastas,Pizzas,Thai",Cg Road,38
995,Taltala,Kolkata,Kfc,450,4.4,500,"American,Snacks",Humayun Place,48
996,Paschim Vihar,Delhi,Hot Spot Roll Corner,150,4.3,20,Fast Food,Paschim Vihar,57
997,Koramangala,Bangalore,Pipabu,250,4,500,"Pizzas,Italian,American,Continental,Salads,Desserts",4Th Block,59
998,Jayanagar,Bangalore,Chung Wah Opus,300,3.8,100,"Chinese,Pan-Asian",Jayanagar East,47
999,Shivajinagar,Pune,The Quick Wok,300,4,100,"Chinese,Fast Food,Thai",Shivajinagar,38
1000,Bandra Area,Mumbai,Kitchen Garden By Suzette,1100,4.6,100,"Snacks,Beverages",Bandra Area,60
